;Rooms;Price;Distance;Bathroom;Car;Landsize;Lattitude;Longtitude;Propertycount
3885;2;2412000.0;11.2;1.0;4.0;1220.0;-37.8846;145.08700000000005;8801.0
3886;4;2560000.0;11.2;3.0;2.0;427.0;-37.8704;145.0503;8801.0
3887;3;960000.0;11.2;2.0;1.0;310.0;-37.8733;145.0883;8801.0
3888;1;315000.0;11.2;1.0;1.0;0.0;-37.8704;145.0495;8801.0
3889;3;1297000.0;11.2;1.0;1.0;333.0;-37.8722;145.067;8801.0
3890;3;1015000.0;11.2;2.0;2.0;0.0;-37.8689;145.06;8801.0
3891;2;523000.0;11.2;1.0;1.0;0.0;-37.8801;145.0874;8801.0
3892;3;1335000.0;11.2;2.0;2.0;606.0;-37.8831;145.0879;8801.0
3893;3;1055000.0;11.2;2.0;1.0;0.0;-37.866;145.0402;8801.0
3894;2;425000.0;11.2;1.0;1.0;0.0;-37.8804;145.0501;8801.0
3895;3;1670000.0;11.2;2.0;1.0;375.0;-37.8777;145.0608;8801.0
3896;4;1350000.0;11.2;3.0;2.0;222.0;-37.878;145.0666;8801.0
3897;3;1650000.0;11.2;1.0;2.0;764.0;-37.8814;145.0583;8801.0
3898;4;1550000.0;11.2;2.0;4.0;848.0;-37.8847;145.076;8801.0
3899;3;950000.0;11.2;1.0;1.0;288.0;-37.8752;145.0817;8801.0
3900;3;1782500.0;11.2;1.0;2.0;615.0;-37.8846;145.0861;8801.0
3901;4;2490000.0;11.2;2.0;2.0;640.0;-37.8738;145.0415;8801.0
3902;2;500000.0;11.2;1.0;1.0;50.0;-37.8767;145.0469;8801.0
3903;2;650000.0;11.2;2.0;1.0;0.0;-37.8828;145.0528;8801.0
3904;3;870000.0;8.7;2.0;2.0;392.0;-37.774;144.8744;4918.0
3905;2;635000.0;8.7;2.0;1.0;0.0;-37.7865;144.9008;4918.0
3906;3;975000.0;8.7;1.0;2.0;597.0;-37.76300000000001;144.8877;4918.0
3907;3;560000.0;8.7;2.0;2.0;77.0;-37.7746;144.8798;4918.0
3908;3;560000.0;8.7;2.0;2.0;83.0;-37.7719;144.8815;4918.0
3909;2;355000.0;8.7;1.0;1.0;0.0;-37.7716;144.882;4918.0
3910;3;550000.0;8.7;2.0;2.0;77.0;-37.7743;144.8797;4918.0
3911;2;420000.0;8.7;1.0;2.0;5661.0;-37.773;144.8806;4918.0
3912;2;399000.0;8.7;1.0;1.0;904.0;-37.7679;144.8935;4918.0
3913;4;940000.0;8.7;2.0;1.0;516.0;-37.7839;144.8853;4918.0
3914;3;1105000.0;8.7;1.0;4.0;762.0;-37.7707;144.8924;4918.0
3915;3;730000.0;8.7;1.0;2.0;250.0;-37.7861;144.8897;4918.0
3916;2;425000.0;8.7;1.0;1.0;170.0;-37.7818;144.8859;4918.0
3917;3;662500.0;8.7;2.0;2.0;202.0;-37.768;144.8894;4918.0
3918;3;986500.0;8.7;1.0;1.0;629.0;-37.7798;144.8872;4918.0
3919;2;410000.0;8.7;1.0;2.0;53.0;-37.7736;144.8798;4918.0
3920;5;930000.0;8.7;2.0;2.0;330.0;-37.7859;144.8898;4918.0
3921;3;920000.0;8.7;1.0;2.0;689.0;-37.7823;144.887;4918.0
3922;3;1320000.0;8.7;2.0;2.0;645.0;-37.7662;144.8971;4918.0
3923;5;1150000.0;8.7;3.0;2.0;446.0;-37.7712;144.8763;4918.0
3924;3;680000.0;8.7;2.0;2.0;225.0;-37.7699;144.8791;4918.0
3925;5;990000.0;8.7;2.0;2.0;433.0;-37.7742;144.8755;4918.0
3926;2;330000.0;8.7;1.0;1.0;950.0;-37.7665;144.9004;4918.0
3927;3;1011000.0;8.7;2.0;2.0;225.0;-37.7867;144.8906;4918.0
3928;3;847000.0;8.7;2.0;2.0;222.0;-37.7697;144.878;4918.0
3929;2;400000.0;8.7;1.0;2.0;3967.0;-37.7706;144.8805;4918.0
3930;4;1100000.0;8.7;2.0;2.0;586.0;-37.7648;144.8881;4918.0
3931;3;1072000.0;8.7;2.0;2.0;1396.0;-37.7833;144.888;4918.0
3932;2;479000.0;8.7;2.0;1.0;0.0;-37.7691;144.8905;4918.0
3933;2;470000.0;8.7;2.0;1.0;0.0;-37.7692;144.8905;4918.0
3934;2;510000.0;8.7;2.0;1.0;176.0;-37.7693;144.8905;4918.0
3935;3;865000.0;8.7;2.0;2.0;151.0;-37.7855;144.8958;4918.0
3936;2;488000.0;8.7;2.0;2.0;0.0;-37.7752;144.8925;4918.0
3937;4;940000.0;8.7;2.0;1.0;325.0;-37.7822;144.892;4918.0
3938;2;570000.0;8.7;1.0;2.0;98.0;-37.7677;144.8925;4918.0
3939;2;335000.0;8.7;1.0;1.0;0.0;-37.7681;144.8979;4918.0
3940;4;1900000.0;8.7;3.0;8.0;865.0;-37.7682;144.8971;4918.0
3941;2;429000.0;8.7;1.0;1.0;83.0;-37.7732;144.8927;4918.0
3942;2;495000.0;8.7;2.0;2.0;37000.0;-37.7752;144.8925;4918.0
3943;3;820000.0;8.7;2.0;2.0;275.0;-37.7719;144.8767;4918.0
3944;3;456000.0;8.7;2.0;2.0;4977.0;-37.7737;144.8816;4918.0
3945;2;566000.0;8.7;2.0;1.0;3014.0;-37.7853;144.8944;4918.0
3946;2;408000.0;8.7;1.0;1.0;85.0;-37.7732;144.8927;4918.0
3947;4;1040000.0;8.7;3.0;2.0;298.0;-37.7858;144.8937;4918.0
3948;2;470000.0;8.7;2.0;1.0;0.0;-37.7853;144.8999;4918.0
3949;3;1460000.0;8.7;1.0;2.0;926.0;-37.769;144.8909;4918.0
3950;3;780000.0;8.7;3.0;2.0;173.0;-37.773;144.8947;4918.0
3951;3;675000.0;8.7;2.0;2.0;210.0;-37.7732;144.879;4918.0
3952;2;440000.0;8.7;1.0;2.0;54.0;-37.774;144.8797;4918.0
3953;4;1048700.0;8.7;2.0;2.0;452.0;-37.774;144.877;4918.0
3954;2;400000.0;8.7;1.0;2.0;54.0;-37.774;144.8797;4918.0
3955;4;1215000.0;8.7;3.0;4.0;613.0;-37.7799;144.8879;4918.0
3956;4;1180000.0;8.7;3.0;2.0;688.0;-37.7713;144.8937;4918.0
3957;4;1117000.0;8.7;3.0;2.0;325.0;-37.7822;144.8922;4918.0
3958;2;420000.0;8.7;1.0;1.0;0.0;-37.7678;144.8899;4918.0
3959;5;1000000.0;8.7;3.0;2.0;98.0;-37.7843;144.8939;4918.0
3960;4;770000.0;8.7;2.0;2.0;215.0;-37.7817;144.8916;4918.0
3961;3;905000.0;8.7;1.0;2.0;696.0;-37.7832;144.8864;4918.0
3962;5;1151000.0;8.7;2.0;5.0;694.0;-37.7819;144.8901;4918.0
3963;3;907000.0;8.7;1.0;2.0;678.0;-37.769;144.8935;4918.0
3964;2;570000.0;8.7;2.0;1.0;3014.0;-37.7853;144.8944;4918.0
3965;3;820000.0;8.7;2.0;2.0;203.0;-37.7853;144.8972;4918.0
3966;3;940000.0;8.7;1.0;1.0;695.0;-37.7825;144.886;4918.0
3967;4;1030000.0;8.7;2.0;1.0;573.0;-37.7844;144.8876;4918.0
3968;5;1350000.0;8.7;3.0;5.0;670.0;-37.7676;144.9009;4918.0
3969;4;1230000.0;8.7;3.0;2.0;270.0;-37.7847;144.8962;4918.0
3970;3;460000.0;8.7;2.0;1.0;95.0;-37.772;144.8801;4918.0
3971;3;884500.0;8.7;2.0;2.0;211.0;-37.7848;144.8969;4918.0
3972;3;1010000.0;8.7;1.0;1.0;594.0;-37.7804;144.8878;4918.0
3973;3;820000.0;8.7;1.0;4.0;539.0;-37.7837;144.8888;4918.0
3974;3;820000.0;8.7;1.0;4.0;578.0;-37.7837;144.8887;4918.0
3975;2;330000.0;8.7;1.0;1.0;0.0;-37.7689;144.8981;4918.0
3976;1;427000.0;2.8;1.0;0.0;0.0;-37.8111;144.9715;17496.0
3977;2;1160500.0;2.8;2.0;1.0;4230.0;-37.8157;144.9727;17496.0
3978;2;780000.0;2.8;2.0;1.0;0.0;-37.8095;144.9691;17496.0
3979;2;535000.0;2.8;1.0;1.0;0.0;-37.808;144.9617;17496.0
3980;2;450000.0;2.8;1.0;1.0;0.0;-37.8091;144.9609;17496.0
3981;2;360000.0;2.8;1.0;0.0;0.0;-37.8138;144.9548;17496.0
3982;2;665000.0;2.8;1.0;1.0;0.0;-37.8106;144.9646;17496.0
3983;1;386000.0;2.8;1.0;0.0;0.0;-37.8127;144.9627;17496.0
3984;1;659000.0;2.8;1.0;1.0;0.0;-37.8157;144.9727;17496.0
3985;2;671000.0;2.8;1.0;1.0;0.0;-37.8089;144.967;17496.0
3986;2;545000.0;2.8;1.0;1.0;0.0;-37.8188;144.9544;17496.0
3987;1;450000.0;2.8;1.0;0.0;0.0;-37.8178;144.9607;17496.0
3988;1;432000.0;2.8;1.0;1.0;0.0;-37.8111;144.9715;17496.0
3989;1;400000.0;2.8;1.0;1.0;0.0;-37.8106;144.9646;17496.0
3990;1;210000.0;2.8;1.0;0.0;0.0;-37.8078;144.961;17496.0
3991;3;750000.0;2.8;2.0;1.0;0.0;-37.8095;144.9691;17496.0
3992;1;375000.0;2.8;1.0;0.0;1414.0;-37.8161;144.9712;17496.0
3993;1;680000.0;2.8;1.0;2.0;0.0;-37.8132;144.9545;17496.0
3994;2;470000.0;2.8;1.0;2.0;0.0;-37.816;144.9535;17496.0
3995;2;650000.0;2.8;1.0;1.0;0.0;-37.8138;144.952;17496.0
3996;2;483000.0;2.8;1.0;1.0;0.0;-37.8106;144.9646;17496.0
3997;3;610000.0;2.8;2.0;0.0;0.0;-37.8114;144.961;17496.0
3998;1;700000.0;2.8;1.0;1.0;0.0;-37.8157;144.9727;17496.0
3999;2;520000.0;2.8;1.0;1.0;4051.0;-37.8072;144.9623;17496.0
4000;1;440000.0;2.8;1.0;1.0;0.0;-37.8168;144.9691;17496.0
4001;1;436000.0;2.8;1.0;0.0;0.0;-37.8159;144.972;17496.0
4002;2;733000.0;2.8;2.0;1.0;0.0;-37.8166;144.9635;17496.0
4003;2;675000.0;2.8;2.0;1.0;0.0;-37.8161;144.9712;17496.0
4004;3;1630000.0;2.8;2.0;0.0;95.0;-37.8092;144.967;17496.0
4005;3;760000.0;2.8;2.0;1.0;0.0;-37.8095;144.9691;17496.0
4006;2;360000.0;2.8;1.0;1.0;1136.0;-37.8211;144.9559;17496.0
4007;2;390000.0;2.8;1.0;1.0;1751.0;-37.8077;144.9668;17496.0
4008;3;2600000.0;4.1;1.0;1.0;279.0;-37.8499;144.957;2019.0
4009;3;2350000.0;4.1;1.0;2.0;277.0;-37.8516;144.9624;2019.0
4010;3;2956000.0;4.1;2.0;0.0;300.0;-37.8477;144.9607;2019.0
4011;2;535000.0;4.1;1.0;1.0;760.0;-37.8474;144.9625;2019.0
4012;1;400000.0;4.1;1.0;1.0;0.0;-37.8522;144.9678;2019.0
4013;2;1690000.0;4.1;1.0;1.0;145.0;-37.852;144.9654;2019.0
4014;2;1020000.0;4.1;1.0;1.0;107.0;-37.8468;144.9612;2019.0
4015;2;1515000.0;4.1;1.0;0.0;98.0;-37.8541;144.9665;2019.0
4016;2;700000.0;4.1;1.0;1.0;0.0;-37.8556;144.9669;2019.0
4017;3;2360000.0;4.1;1.0;1.0;288.0;-37.8507;144.9591;2019.0
4018;3;2005000.0;4.1;1.0;0.0;220.0;-37.8508;144.9589;2019.0
4019;2;702000.0;4.1;1.0;1.0;0.0;-37.8549;144.9662;2019.0
4020;4;3120000.0;4.1;2.0;1.0;182.0;-37.8518;144.9663;2019.0
4021;2;1025000.0;4.1;1.0;0.0;123.0;-37.8551;144.968;2019.0
4022;2;1920000.0;4.1;1.0;0.0;152.0;-37.8498;144.9628;2019.0
4023;3;2623000.0;4.1;2.0;2.0;181.0;-37.8536;144.9625;2019.0
4024;3;1500000.0;4.1;2.0;1.0;151.0;-37.847;144.9594;2019.0
4025;2;1630000.0;4.1;1.0;0.0;152.0;-37.8513;144.9586;2019.0
4026;3;1910000.0;4.1;1.0;3.0;217.0;-37.8474;144.9582;2019.0
4027;2;1320000.0;11.8;1.0;1.0;613.0;-37.8238;145.1135;2079.0
4028;4;2850000.0;11.8;2.0;2.0;1388.0;-37.82;145.1118;2079.0
4029;2;750000.0;11.8;2.0;2.0;0.0;-37.8161;145.1098;2079.0
4030;3;2588000.0;11.8;3.0;2.0;1149.0;-37.812;145.1095;2079.0
4031;5;1955000.0;11.8;3.0;2.0;424.0;-37.8145;145.1131;2079.0
4032;5;1400000.0;11.8;4.0;2.0;355.0;-37.812;145.1074;2079.0
4033;2;665000.0;11.8;2.0;2.0;1291.0;-37.8167;145.1118;2079.0
4034;5;2714000.0;11.8;2.0;2.0;1053.0;-37.8117;145.1061;2079.0
4035;6;2350000.0;11.8;3.0;3.0;2026.0;-37.8176;145.1117;2079.0
4036;4;2200000.0;11.8;2.0;2.0;931.0;-37.8226;145.1103;2079.0
4037;2;660000.0;11.8;2.0;1.0;146.0;-37.8157;145.1101;2079.0
4038;3;1310000.0;11.8;2.0;2.0;330.0;-37.8167;145.107;2079.0
4039;2;540000.0;11.8;1.0;1.0;0.0;-37.8172;145.1114;2079.0
4040;4;2335000.0;11.8;2.0;2.0;813.0;-37.8118;145.1065;2079.0
4041;4;2000000.0;11.8;2.0;1.0;626.0;-37.8197;145.1106;2079.0
4042;5;1815000.0;11.8;1.0;0.0;711.0;-37.8195;145.1134;2079.0
4043;2;725000.0;11.8;2.0;2.0;0.0;-37.8161;145.1098;2079.0
4044;4;3900000.0;11.8;2.0;6.0;2187.0;-37.8186;145.1134;2079.0
4045;2;666000.0;11.8;1.0;1.0;0.0;-37.8147;145.1032;2079.0
4046;3;1200000.0;11.8;2.0;2.0;255.0;-37.8192;145.111;2079.0
4047;3;1564000.0;11.8;2.0;2.0;640.0;-37.8173;145.1123;2079.0
4048;2;520000.0;11.8;1.0;1.0;0.0;-37.8161;145.1098;2079.0
4049;3;670000.0;6.9;2.0;2.0;0.0;-37.7672;144.9209;6232.0
4050;4;1715000.0;6.9;2.0;3.0;668.0;-37.7633;144.908;6232.0
4051;3;1055000.0;6.9;2.0;2.0;0.0;-37.7688;144.9054;6232.0
4052;2;348000.0;6.9;1.0;1.0;0.0;-37.7677;144.9221;6232.0
4053;4;1780000.0;6.9;3.0;2.0;615.0;-37.7617;144.9052;6232.0
4054;6;2150000.0;6.9;3.0;2.0;912.0;-37.77;144.9189;6232.0
4055;5;1730000.0;6.9;1.0;1.0;584.0;-37.7696;144.9229;6232.0
4056;3;1440000.0;6.9;2.0;1.0;287.0;-37.7698;144.9214;6232.0
4057;4;1225000.0;6.9;1.0;1.0;388.0;-37.7692;144.9057;6232.0
4058;4;1445000.0;6.9;3.0;2.0;384.0;-37.7617;144.9272;6232.0
4059;3;990000.0;6.9;1.0;2.0;328.0;-37.7658;144.9077;6232.0
4060;3;1400000.0;6.9;2.0;2.0;597.0;-37.761;144.9296;6232.0
4061;3;1550000.0;6.9;2.0;3.0;477.0;-37.7661;144.9076;6232.0
4062;3;1170000.0;6.9;1.0;1.0;443.0;-37.7585;144.928;6232.0
4063;4;1120000.0;6.9;1.0;1.0;571.0;-37.7659;144.9116;6232.0
4064;2;675000.0;6.9;1.0;1.0;206.0;-37.7694;144.9059;6232.0
4065;3;880000.0;6.9;2.0;2.0;315.0;-37.769;144.9057;6232.0
4066;4;1530000.0;6.9;2.0;1.0;431.0;-37.7702;144.9268;6232.0
4067;4;1350000.0;6.9;2.0;2.0;447.0;-37.7704;144.9199;6232.0
4068;3;832000.0;6.9;2.0;2.0;214.0;-37.7709;144.9334;6232.0
4069;2;420000.0;6.9;1.0;1.0;0.0;-37.7701;144.9079;6232.0
4070;4;2400000.0;6.9;4.0;2.0;636.0;-37.7629;144.9157;6232.0
4071;3;565000.0;6.9;2.0;1.0;0.0;-37.7672;144.9209;6232.0
4072;2;550000.0;6.9;1.0;1.0;0.0;-37.7617;144.9367;6232.0
4073;4;1211000.0;6.9;1.0;3.0;477.0;-37.7632;144.9292;6232.0
4074;5;2405000.0;6.9;2.0;1.0;0.0;-37.7696;144.9227;6232.0
4075;4;1395000.0;6.9;1.0;2.0;603.0;-37.7692;144.917;6232.0
4076;3;1630000.0;6.9;2.0;0.0;408.0;-37.77;144.91299999999995;6232.0
4077;3;1160000.0;6.9;1.0;1.0;449.0;-37.7674;144.9084;6232.0
4078;3;1065000.0;6.9;1.0;1.0;395.0;-37.7593;144.9276;6232.0
4079;4;1361500.0;6.9;1.0;2.0;453.0;-37.7698;144.9336;6232.0
4080;2;945000.0;6.9;1.0;0.0;225.0;-37.7639;144.9093;6232.0
4081;1;360000.0;6.9;1.0;1.0;0.0;-37.7652;144.9116;6232.0
4082;2;860000.0;6.9;1.0;1.0;301.0;-37.7695;144.9092;6232.0
4083;3;1260000.0;6.9;2.0;1.0;253.0;-37.7708;144.9234;6232.0
4084;4;1637000.0;6.9;1.0;3.0;539.0;-37.7701;144.9287;6232.0
4085;3;1505000.0;6.9;2.0;2.0;249.0;-37.7609;144.9296;6232.0
4086;2;515000.0;6.9;1.0;1.0;1981.0;-37.7677;144.9221;6232.0
4087;3;1100000.0;6.9;1.0;2.0;572.0;-37.7683;144.9325;6232.0
4088;2;330000.0;6.9;1.0;1.0;0.0;-37.7715;144.916;6232.0
4089;3;1145000.0;6.9;2.0;2.0;478.0;-37.7615;144.9076;6232.0
4090;4;1322000.0;6.9;1.0;1.0;549.0;-37.7696;144.929;6232.0
4091;2;1015000.0;6.9;1.0;1.0;228.0;-37.7685;144.9183;6232.0
4092;2;750000.0;6.9;1.0;1.0;0.0;-37.7686;144.9068;6232.0
4093;2;1013000.0;6.9;1.0;0.0;237.0;-37.769;144.91899999999995;6232.0
4094;3;840000.0;6.9;1.0;0.0;307.0;-37.7704;144.9083;6232.0
4095;4;1150000.0;6.9;2.0;1.0;481.0;-37.7709;144.9151;6232.0
4096;5;1900000.0;6.9;3.0;2.0;646.0;-37.7625;144.9074;6232.0
4097;3;890500.0;6.9;2.0;1.0;213.0;-37.7631;144.9073;6232.0
4098;5;2340000.0;6.9;3.0;3.0;619.0;-37.7691;144.9321;6232.0
4099;3;1370000.0;6.9;1.0;2.0;427.0;-37.7702;144.9266;6232.0
4100;3;1400000.0;6.9;2.0;2.0;394.0;-37.7699;144.9149;6232.0
4101;4;1310000.0;6.9;3.0;2.0;475.0;-37.7609;144.9285;6232.0
4102;4;1833000.0;6.9;1.0;1.0;583.0;-37.7682;144.9151;6232.0
4103;3;855000.0;6.9;1.0;1.0;274.0;-37.7641;144.9112;6232.0
4104;3;930000.0;6.9;1.0;1.0;305.0;-37.7711;144.9122;6232.0
4105;4;1640000.0;6.9;2.0;1.0;435.0;-37.7601;144.9228;6232.0
4106;3;1480000.0;6.9;1.0;2.0;436.0;-37.7704;144.9292;6232.0
4107;2;672000.0;6.9;1.0;2.0;230.0;-37.7595;144.9317;6232.0
4108;2;410000.0;6.9;1.0;1.0;0.0;-37.7597;144.9188;6232.0
4109;5;980000.0;6.9;2.0;2.0;207.0;-37.7615;144.9333;6232.0
4110;2;1055000.0;6.9;1.0;1.0;292.0;-37.7642;144.9195;6232.0
4111;2;440000.0;6.9;1.0;1.0;0.0;-37.7715;144.9155;6232.0
4112;3;1435000.0;6.9;1.0;3.0;633.0;-37.7608;144.9322;6232.0
4113;4;1275000.0;6.9;2.0;1.0;627.0;-37.7649;144.9091;6232.0
4114;3;842500.0;6.9;2.0;1.0;216.0;-37.7607;144.9314;6232.0
4115;4;1345000.0;6.9;2.0;2.0;313.0;-37.7709;144.9288;6232.0
4116;1;265000.0;6.9;1.0;1.0;0.0;-37.758;144.9237;6232.0
4117;2;849000.0;6.9;1.0;1.0;345.0;-37.773;144.9335;6232.0
4118;3;1425000.0;6.9;1.0;1.0;526.0;-37.7701;144.9172;6232.0
4119;3;1345000.0;6.9;2.0;1.0;310.0;-37.7639;144.9126;6232.0
4120;2;330000.0;6.9;1.0;1.0;0.0;-37.7654;144.9094;6232.0
4121;4;726000.0;6.9;2.0;1.0;67.0;-37.761;144.9262;6232.0
4122;3;1250000.0;6.9;2.0;1.0;283.0;-37.7638;144.9175;6232.0
4123;3;870000.0;6.9;2.0;2.0;156.0;-37.7631;144.9357;6232.0
4124;2;801000.0;6.9;1.0;0.0;133.0;-37.7712;144.9254;6232.0
4125;3;1725000.0;6.9;2.0;3.0;596.0;-37.7609;144.905;6232.0
4126;1;415000.0;6.9;1.0;1.0;0.0;-37.7623;144.9211;6232.0
4127;3;650000.0;6.9;1.0;1.0;0.0;-37.7606;144.9236;6232.0
4128;2;600000.0;6.9;1.0;1.0;166.0;-37.7624;144.9365;6232.0
4129;4;1505000.0;6.9;2.0;2.0;441.0;-37.7627;144.9278;6232.0
4130;3;850000.0;6.9;2.0;1.0;271.0;-37.7682;144.9058;6232.0
4131;1;292000.0;6.9;1.0;1.0;0.0;-37.758;144.9237;6232.0
4132;2;956000.0;6.9;1.0;2.0;435.0;-37.7692;144.9042;6232.0
4133;5;1740000.0;6.9;1.0;2.0;739.0;-37.7613;144.9177;6232.0
4134;3;1683000.0;6.9;2.0;2.0;222.0;-37.7688;144.9291;6232.0
4135;2;574000.0;6.9;2.0;1.0;159.0;-37.7666;144.9184;6232.0
4136;2;470000.0;6.9;1.0;1.0;0.0;-37.7677;144.92;6232.0
4137;3;1130000.0;6.9;2.0;2.0;217.0;-37.7704;144.9162;6232.0
4138;2;730000.0;6.9;1.0;2.0;217.0;-37.7609;144.9308;6232.0
4139;2;831000.0;6.9;1.0;1.0;0.0;-37.7685;144.9186;6232.0
4140;3;930000.0;6.9;3.0;1.0;325.0;-37.7702;144.9091;6232.0
4141;3;800000.0;6.9;1.0;1.0;207.0;-37.7687;144.9203;6232.0
4142;3;1111000.0;6.9;1.0;2.0;502.0;-37.7693;144.9299;6232.0
4143;2;900000.0;6.9;1.0;1.0;339.0;-37.7651;144.9078;6232.0
4144;2;822500.0;6.9;1.0;1.0;219.0;-37.7627;144.9141;6232.0
4145;4;1400000.0;6.9;2.0;2.0;595.0;-37.7641;144.9265;6232.0
4146;1;336000.0;6.9;1.0;1.0;0.0;-37.7652;144.9116;6232.0
4147;2;800000.0;6.9;2.0;2.0;239.0;-37.7708;144.9093;6232.0
4148;3;1224000.0;14.6;1.0;3.0;834.0;-37.9376;145.0474;2555.0
4149;3;1020000.0;14.6;1.0;3.0;771.0;-37.9375;145.0474;2555.0
4150;3;1000000.0;14.6;2.0;2.0;573.0;-37.9428;145.04399999999995;2555.0
4151;1;380500.0;14.6;1.0;1.0;106.0;-37.9374;145.0388;2555.0
4152;4;930000.0;14.6;3.0;2.0;443.0;-37.9371;145.0578;2555.0
4153;3;1090000.0;14.6;2.0;2.0;784.0;-37.9368;145.0568;2555.0
4154;4;947500.0;14.6;2.0;2.0;609.0;-37.9416;145.058;2555.0
4155;3;836000.0;14.6;1.0;4.0;695.0;-37.9364;145.0559;2555.0
4156;3;1417250.0;14.6;2.0;2.0;653.0;-37.9418;145.0549;2555.0
4157;3;980000.0;14.6;1.0;2.0;623.0;-37.9404;145.046;2555.0
4158;3;1110000.0;14.6;1.0;4.0;690.0;-37.9386;145.0585;2555.0
4159;2;950000.0;14.6;1.0;3.0;649.0;-37.9424;145.0464;2555.0
4160;4;1140000.0;14.6;2.0;1.0;318.0;-37.9443;145.0448;2555.0
4161;3;750000.0;14.6;2.0;1.0;164.0;-37.9378;145.0385;2555.0
4162;3;931000.0;14.6;1.0;2.0;313.0;-37.9449;145.0459;2555.0
4163;4;1000000.0;14.6;3.0;4.0;581.0;-37.9382;145.0577;2555.0
4164;2;655000.0;14.6;1.0;1.0;1202.0;-37.9412;145.0465;2555.0
4165;4;1200000.0;14.6;2.0;1.0;696.0;-37.9398;145.0554;2555.0
4166;3;987000.0;14.6;1.0;1.0;603.0;-37.9404;145.0464;2555.0
4167;3;937000.0;14.6;2.0;1.0;534.0;-37.9426;145.0568;2555.0
4168;4;1426000.0;14.6;2.0;1.0;720.0;-37.9394;145.0408;2555.0
4169;4;1016000.0;14.6;3.0;2.0;272.0;-37.9443;145.0444;2555.0
4170;3;910000.0;14.6;2.0;2.0;312.0;-37.9412;145.0491;2555.0
4171;4;1385000.0;14.6;2.0;2.0;807.0;-37.9431;145.0407;2555.0
4172;3;785000.0;14.6;2.0;2.0;169.0;-37.9385;145.0397;2555.0
4173;3;901000.0;14.6;2.0;3.0;558.0;-37.9435;145.0522;2555.0
4174;4;1300000.0;14.6;3.0;2.0;743.0;-37.9362;145.0442;2555.0
4175;3;975000.0;14.6;1.0;2.0;576.0;-37.9363;145.0495;2555.0
4176;4;1070000.0;14.6;2.0;1.0;603.0;-37.9381;145.0534;2555.0
4177;2;639000.0;14.6;1.0;1.0;83.0;-37.9355;145.0485;2555.0
4178;2;605000.0;14.6;1.0;2.0;180.0;-37.9363;145.0564;2555.0
4179;3;960000.0;14.6;1.0;1.0;593.0;-37.9431;145.0484;2555.0
4180;3;725000.0;14.6;2.0;1.0;374.0;-37.939;145.0533;2555.0
4181;3;981000.0;14.6;1.0;2.0;601.0;-37.9361;145.0456;2555.0
4182;3;975000.0;14.6;1.0;2.0;650.0;-37.9378;145.0546;2555.0
4183;3;800000.0;14.6;2.0;2.0;261.0;-37.9429;145.0474;2555.0
4184;4;921000.0;14.6;1.0;2.0;592.0;-37.9407;145.0482;2555.0
4185;3;917000.0;14.6;2.0;2.0;472.0;-37.9387;145.0461;2555.0
4186;3;890000.0;14.6;1.0;1.0;698.0;-37.9369;145.0578;2555.0
4187;3;1008000.0;14.6;2.0;1.0;1660.0;-37.9354;145.0464;2555.0
4188;2;1191000.0;14.6;1.0;2.0;756.0;-37.94;145.0449;2555.0
4189;4;1130000.0;14.6;1.0;2.0;638.0;-37.9378;145.05700000000004;2555.0
4190;2;776000.0;14.6;1.0;1.0;209.0;-37.9389;145.0467;2555.0
4191;4;1035000.0;14.6;1.0;2.0;688.0;-37.9411;145.043;2555.0
4192;3;920000.0;14.6;1.0;1.0;653.0;-37.9392;145.0481;2555.0
4193;4;1160000.0;14.6;2.0;2.0;588.0;-37.9395;145.0477;2555.0
4194;3;825000.0;14.6;1.0;2.0;538.0;-37.9454;145.0507;2555.0
4195;3;800000.0;14.6;2.0;1.0;0.0;-37.9374;145.0542;2555.0
4196;1;240000.0;14.6;1.0;1.0;0.0;-37.9428;145.0584;2555.0
4197;4;1105000.0;14.6;2.0;2.0;220.0;-37.9387;145.0398;2555.0
4198;3;1025000.0;8.4;2.0;2.0;301.0;-37.842;144.8902;5498.0
4199;3;826000.0;8.4;1.0;2.0;281.0;-37.8457;144.8651;5498.0
4200;3;900000.0;8.4;2.0;2.0;194.0;-37.8395;144.8787;5498.0
4201;3;962000.0;8.4;2.0;2.0;283.0;-37.8477;144.8753;5498.0
4202;2;800000.0;8.4;1.0;1.0;244.0;-37.846;144.8729;5498.0
4203;3;785000.0;8.4;2.0;2.0;0.0;-37.8447;144.8654;5498.0
4204;4;710000.0;8.4;1.0;2.0;329.0;-37.847;144.8788;5498.0
4205;3;920000.0;8.4;2.0;2.0;296.0;-37.8395;144.8825;5498.0
4206;4;940000.0;8.4;2.0;1.0;379.0;-37.8408;144.8893;5498.0
4207;3;655800.0;8.4;2.0;1.0;178.0;-37.8416;144.8651;5498.0
4208;4;1082000.0;8.4;3.0;2.0;233.0;-37.841;144.8874;5498.0
4209;3;1210000.0;8.4;1.0;1.0;546.0;-37.8414;144.892;5498.0
4210;3;880000.0;8.4;1.0;1.0;557.0;-37.834;144.8668;5498.0
4211;1;335000.0;8.4;1.0;1.0;0.0;-37.8413;144.8741;5498.0
4212;4;1260000.0;8.4;1.0;3.0;757.0;-37.8411;144.889;5498.0
4213;3;1400000.0;8.4;2.0;3.0;2522.0;-37.8462;144.8944;5498.0
